"coalesce","takedown_success_rate","tkd_per_match","tkd_per_match-2","successful_count","successful_count-2","successful_count-3","single_leg_success_rate","single_leg_success_rate-2"
27650,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
27484,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
27464,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
27738,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
27743,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
27827,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
27829,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
27830,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
27831,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
27445,NULL,5.0,NULL,NULL,NULL,NULL,NULL,NULL
27359,NULL,6.0,NULL,NULL,NULL,NULL,NULL,NULL
27239,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
27236,NULL,4.0,NULL,NULL,NULL,NULL,NULL,NULL
27843,NULL,2.5,NULL,NULL,NULL,NULL,NULL,NULL
27844,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
27226,NULL,4.0,NULL,NULL,NULL,NULL,NULL,NULL
27225,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
27893,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
27217,NULL,2.67,NULL,NULL,NULL,NULL,NULL,NULL
27912,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
27209,NULL,1.5,NULL,NULL,NULL,NULL,NULL,NULL
27208,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
27205,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
27163,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
27144,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
27138,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
27930,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
27931,NULL,4.0,NULL,NULL,NULL,NULL,NULL,NULL
27137,NULL,2.5,NULL,NULL,NULL,NULL,NULL,NULL
27936,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
27129,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
27109,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
27076,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
27075,NULL,2.33,NULL,NULL,NULL,NULL,NULL,NULL
27074,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
27071,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
27070,NULL,1.5,NULL,NULL,NULL,NULL,NULL,NULL
27063,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
27062,NULL,5.0,NULL,NULL,NULL,NULL,NULL,NULL
27057,NULL,4.0,NULL,NULL,NULL,NULL,NULL,NULL
27051,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
27039,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
27038,NULL,3.0,NULL,NULL,NULL,NULL,NULL,NULL
27035,NULL,1.75,NULL,NULL,NULL,NULL,NULL,NULL
27034,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
27033,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
27026,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
27023,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
27012,NULL,3.0,NULL,NULL,NULL,NULL,NULL,NULL
28023,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
28028,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
26882,NULL,3.0,NULL,NULL,NULL,NULL,NULL,NULL
26881,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
28034,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
26873,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
28039,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
28040,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
26870,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
26869,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
26814,NULL,4.0,NULL,NULL,NULL,NULL,NULL,NULL
26811,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
28051,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
26810,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
26801,NULL,3.0,NULL,NULL,NULL,NULL,NULL,NULL
26800,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
28057,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
26796,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
26795,NULL,3.0,NULL,NULL,NULL,NULL,NULL,NULL
28061,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
28062,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
28063,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
26792,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
26512,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
28066,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
28067,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
28068,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
26377,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
26306,NULL,0.6,NULL,NULL,NULL,NULL,NULL,NULL
28106,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
26303,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
26284,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
26279,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
28189,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
26278,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
26270,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
26267,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
28211,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
28212,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
26227,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
26107,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
26102,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
26097,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
26078,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
26062,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
26057,NULL,0.5,NULL,NULL,NULL,NULL,NULL,NULL
26055,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
26016,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
28274,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
26015,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
26014,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
26013,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
25998,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
25974,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
28305,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
25874,NULL,0.5,NULL,NULL,NULL,NULL,NULL,NULL
25739,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
25715,NULL,3.5,NULL,NULL,NULL,NULL,NULL,NULL
25687,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
28342,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
28345,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
25679,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
25678,NULL,1.19,NULL,NULL,NULL,NULL,NULL,NULL
25676,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
25674,NULL,5.0,NULL,NULL,NULL,NULL,NULL,NULL
28365,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
25670,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
25666,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
25663,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
25660,NULL,1.5,NULL,NULL,NULL,NULL,NULL,NULL
25658,NULL,1.33,NULL,NULL,NULL,NULL,NULL,NULL
28419,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
25657,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
28432,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
28436,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
28437,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
25656,NULL,0.5,NULL,NULL,NULL,NULL,NULL,NULL
25647,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
25643,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
28446,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
28448,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
28449,NULL,1.5,NULL,NULL,NULL,NULL,NULL,NULL
25621,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
28618,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
25586,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
25585,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
25570,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
25567,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
28768,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
28772,NULL,0.5,NULL,NULL,NULL,NULL,NULL,NULL
25566,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
28774,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
25562,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
28780,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
28781,NULL,3.0,NULL,NULL,NULL,NULL,NULL,NULL
25554,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
28784,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
28786,NULL,2.75,NULL,NULL,NULL,NULL,NULL,NULL
28787,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
28788,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
25490,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
25058,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
25056,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
25050,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
24914,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
24764,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
24170,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
24167,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
24114,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
28840,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
24040,NULL,3.88,NULL,NULL,NULL,NULL,NULL,NULL
28843,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
24038,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
24037,NULL,0.33,NULL,NULL,NULL,NULL,NULL,NULL
24036,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
24032,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
24027,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
24026,NULL,0.5,NULL,NULL,NULL,NULL,NULL,NULL
24017,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
28888,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
24006,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
23881,NULL,0.5,NULL,NULL,NULL,NULL,NULL,NULL
23873,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
23808,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
23807,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
23804,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
23738,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
23729,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
28914,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
23728,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
23725,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
23716,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
23709,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
23704,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
23692,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
23678,NULL,1.36,NULL,NULL,NULL,NULL,NULL,NULL
23675,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
23673,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
20104,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
23670,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20107,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
20110,NULL,3.0,NULL,NULL,NULL,NULL,NULL,NULL
28979,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
23663,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
28992,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
20113,NULL,2.5,NULL,NULL,NULL,NULL,NULL,NULL
20124,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20127,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29002,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
23658,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
20129,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
29024,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29028,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20202,NULL,0.5,NULL,NULL,NULL,NULL,NULL,NULL
20204,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29032,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
20207,NULL,1.33,NULL,NULL,NULL,NULL,NULL,NULL
20211,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20219,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20224,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20225,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20235,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29150,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
20236,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20248,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
29156,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
23629,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
23625,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
20265,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29164,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29165,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
20269,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
23618,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
23617,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
29191,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
29210,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
29223,NULL,0.5,NULL,NULL,NULL,NULL,NULL,NULL
20272,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
29228,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20282,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
20317,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20333,NULL,10.0,NULL,NULL,NULL,NULL,NULL,NULL
29263,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29264,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
23608,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
23606,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29281,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
29285,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20431,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
23598,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29342,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29353,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
29396,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
23596,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
20495,NULL,0.5,NULL,NULL,NULL,NULL,NULL,NULL
20502,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20540,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
23585,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29440,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20542,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20546,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20548,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
29513,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29534,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29536,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29537,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29542,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
29556,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29558,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20676,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29591,NULL,0.33,NULL,NULL,NULL,NULL,NULL,NULL
29592,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
20753,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20769,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29615,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
29616,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20775,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29667,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20780,NULL,3.0,NULL,NULL,NULL,NULL,NULL,NULL
29699,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29727,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20784,NULL,0.33,NULL,NULL,NULL,NULL,NULL,NULL
23559,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20786,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29758,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
23541,NULL,5.0,NULL,NULL,NULL,NULL,NULL,NULL
29764,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL
20788,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
20793,NULL,2.33,NULL,NULL,NULL,NULL,NULL,NULL
20808,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
20810,NULL,5.0,NULL,NULL,NULL,NULL,NULL,NULL
29955,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
29956,NULL,5.0,NULL,NULL,NULL,NULL,NULL,NULL
29958,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
20922,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
21316,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21426,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
21441,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
23518,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
30039,NULL,"1.50",NULL,NULL,NULL,NULL,NULL,NULL
21522,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
30044,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
30046,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
21527,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
23514,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
21530,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
30054,NULL,"0.33",NULL,NULL,NULL,NULL,NULL,NULL
21561,NULL,"0.33",NULL,NULL,NULL,NULL,NULL,NULL
21571,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
30070,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
23489,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
30074,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
30075,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
21576,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
30093,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
30100,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
21578,NULL,"2.50",NULL,NULL,NULL,NULL,NULL,NULL
23485,NULL,"5.00",NULL,NULL,NULL,NULL,NULL,NULL
21580,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21583,NULL,"3.50",NULL,NULL,NULL,NULL,NULL,NULL
21589,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21590,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
30143,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21593,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
23478,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
23477,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
30151,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21595,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
21603,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
21620,NULL,"5.00",NULL,NULL,NULL,NULL,NULL,NULL
30170,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
30172,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
30173,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
23472,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
21623,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
23470,NULL,"3.14",NULL,NULL,NULL,NULL,NULL,NULL
21633,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
21637,NULL,"1.33",NULL,NULL,NULL,NULL,NULL,NULL
30189,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21640,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
30194,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
30195,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21641,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21642,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21644,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
30214,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
30221,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
30224,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21649,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
21650,NULL,"2.50",NULL,NULL,NULL,NULL,NULL,NULL
23458,NULL,"1.67",NULL,NULL,NULL,NULL,NULL,NULL
21651,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
21652,NULL,"2.40",NULL,NULL,NULL,NULL,NULL,NULL
30250,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
30253,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
30255,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
30258,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21676,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
30278,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
30279,NULL,"3.00",NULL,NULL,NULL,NULL,NULL,NULL
30452,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21689,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21702,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
21717,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21721,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
30536,NULL,"4.00",NULL,NULL,NULL,NULL,NULL,NULL
21752,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21755,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
30541,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
30543,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
21756,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21778,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21791,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
30636,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21794,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21797,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
23421,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21808,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
21815,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21816,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21821,NULL,"0.60",NULL,NULL,NULL,NULL,NULL,NULL
21822,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21885,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
30772,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21910,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21976,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21977,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
21980,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
30780,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
22028,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22032,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22049,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22052,NULL,"0.50",NULL,NULL,NULL,NULL,NULL,NULL
23387,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
22140,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
23385,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
30946,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22142,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
22177,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22212,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22224,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22232,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
30965,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
22245,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
23374,NULL,"1.50",NULL,NULL,NULL,NULL,NULL,NULL
22254,NULL,"9.00",NULL,NULL,NULL,NULL,NULL,NULL
30977,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
31005,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
31006,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
31009,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
31011,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
31092,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
31112,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22263,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
31375,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
23369,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
22264,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
